invoice_no,customer_id,invoice_date,country,customer_segment,category,quantity,unit_price,total_price
INV187479,C01186,2023-02-15,Thailand,Premium,Food & Beverage,2,375500.0,750900.0
INV202452,C02179,2023-01-06,Singapore,Regular,Beauty,1,393000.0,393000.0
INV403483,C01333,2024-11-07,Malaysia,Regular,Home & Living,1,210200.0,210200.0
INV280150,C00074,2024-08-02,Philippines,Regular,Electronics,1,206800.0,206800.0
INV967262,C01526,2023-03-20,Indonesia,Budget,Electronics,1,56100.0,56100.0
INV746531,C02570,2024-07-18,Singapore,Budget,Electronics,1,59200.0,59200.0
INV267029,C02806,2023-06-11,Indonesia,Regular,Fashion,1,144000.0,144000.0
INV373759,C03189,2024-11-24,Indonesia,Premium,Fashion,1,257300.0,257300.0
INV100090,C02517,2023-01-16,Indonesia,Regular,Electronics,2,380600.0,761200.0
INV181102,C00181,2024-03-01,Australia,Premium,Fashion,1,282200.0,282200.0
INV649682,C02841,2023-08-02,Thailand,Regular,Fashion,1,346800.0,346800.0
INV987594,C02988,2023-05-19,Malaysia,Budget,Fashion,3,119600.0,358900.0
INV722394,C02898,2024-12-10,Philippines,Regular,Fashion,1,143900.0,143900.0
INV155577,C00774,2024-02-17,Indonesia,Budget,Electronics,8,48000.0,384300.0
INV781918,C01690,2023-06-25,Philippines,Regular,Beauty,4,592700.0,2370600.0
INV384002,C00992,2023-02-13,Indonesia,Budget,Fashion,1,58800.0,58800.0
INV457974,C03555,2023-09-13,Indonesia,Premium,Fashion,1,952200.0,952200.0
INV856932,C03402,2024-07-09,Indonesia,Premium,Electronics,1,637600.0,637600.0
INV968924,C01062,2023-05-22,Malaysia,Budget,Home & Living,1,27800.0,27800.0
INV187514,C03331,2024-04-27,Thailand,Regular,Fashion,1,80900.0,80900.0
INV970370,C02951,2023-03-07,Indonesia,Regular,Home & Living,1,199000.0,199000.0
INV845768,C03061,2024-07-24,Indonesia,Premium,Beauty,4,1975800.0,7903200.0
INV924365,C01984,2023-02-01,Singapore,Regular,Books,1,112300.0,112300.0
INV417543,C00720,2023-02-03,Malaysia,Regular,Fashion,2,266500.0,533000.0
INV431172,C01977,2023-02-12,Indonesia,Budget,Beauty,1,30700.0,30700.0
INV842110,C03669,2023-03-13,Indonesia,Budget,Fashion,1,28800.0,28800.0
INV699968,C00363,2023-04-26,Australia,Regular,Fashion,1,190600.0,190600.0
INV740939,C02599,2023-12-02,Singapore,Regular,Home & Living,2,74800.0,149600.0
INV526187,C02257,2024-10-04,Malaysia,Regular,Fashion,3,138300.0,414900.0
INV970872,C00136,2023-03-01,Australia,Regular,Home & Living,3,162900.0,488700.0
INV525967,C03426,2024-05-08,Australia,Budget,Fashion,6,117300.0,703800.0
INV937641,C00681,2023-07-15,Vietnam,Budget,Home & Living,3,72000.0,215900.0
INV387341,C00909,2024-12-20,Malaysia,Regular,Electronics,1,166700.0,166700.0
INV608281,C02223,2024-05-21,Indonesia,Premium,Electronics,3,1143100.0,3429400.0
INV558250,C01681,2024-09-13,Philippines,Premium,Fashion,1,2075000.0,2075000.0
INV152098,C01712,2024-03-03,Vietnam,Premium,Beauty,1,960600.0,960600.0
INV626830,C01843,2023-09-20,Indonesia,Budget,Electronics,1,54900.0,54900.0
INV494289,C02203,2023-12-07,Indonesia,Premium,Fashion,1,682000.0,682000.0
INV466936,C00751,2023-08-30,Thailand,Budget,Home & Living,3,50100.0,150200.0
INV978069,C00340,2023-01-09,Vietnam,Regular,Beauty,1,117300.0,117300.0
INV277357,C00717,2023-10-07,Malaysia,Regular,Food & Beverage,1,233700.0,233700.0
INV424655,C02048,2023-07-03,Malaysia,Regular,Books,2,362600.0,725200.0
INV373614,C01831,2024-02-15,Indonesia,Regular,Food & Beverage,7,149000.0,1043000.0
INV505578,C01225,2023-02-28,Indonesia,Regular,Fashion,2,102400.0,204800.0
INV795127,C00544,2023-09-27,Indonesia,Budget,Sports,1,31700.0,31700.0
INV535191,C02434,2024-05-27,Malaysia,Budget,Home & Living,8,77300.0,618000.0
INV918267,C02553,2023-04-23,Indonesia,Regular,Toys,1,452800.0,452800.0
INV453904,C02318,2024-05-18,Indonesia,Regular,Fashion,1,167400.0,167400.0
INV211037,C02144,2023-09-22,Indonesia,Regular,Electronics,1,419900.0,419900.0
INV267101,C03026,2024-06-14,Malaysia,Regular,Electronics,1,344900.0,344900.0
INV914927,C03824,2024-05-25,Thailand,Regular,Sports,1,139400.0,139400.0
INV414687,C02862,2023-04-29,Malaysia,Budget,Home & Living,1,87100.0,87100.0
INV685184,C02791,2024-07-29,Indonesia,Regular,Beauty,2,365200.0,730500.0
INV501271,C03858,2023-04-10,Vietnam,Regular,Food & Beverage,5,333000.0,1665200.0
INV122084,C02642,2023-10-12,Indonesia,Budget,Electronics,1,105800.0,105800.0
INV695090,C02687,2023-03-19,Malaysia,Regular,Home & Living,1,331100.0,331100.0
INV803766,C02436,2024-05-26,Indonesia,Premium,Electronics,5,881700.0,4408300.0
INV471322,C01792,2023-12-05,Thailand,Premium,Sports,3,1184500.0,3553400.0
INV683698,C02556,2023-02-13,Thailand,Budget,Fashion,1,91500.0,91500.0
INV873866,C00330,2023-09-09,Malaysia,Budget,Books,1,16000.0,16000.0
INV499944,C00060,2024-07-15,Indonesia,Premium,Home & Living,1,1981300.0,1981300.0
INV148903,C02405,2023-11-30,Thailand,Budget,Electronics,7,80300.0,561800.0
INV403764,C00330,2024-01-11,Malaysia,Budget,Home & Living,3,29600.0,88700.0
INV413522,C01881,2023-04-04,Indonesia,Regular,Electronics,3,317800.0,953300.0
INV882866,C02163,2023-10-13,Thailand,Regular,Beauty,3,134500.0,403600.0
INV902950,C03081,2023-05-14,Malaysia,Budget,Fashion,1,27000.0,27000.0
INV617666,C01492,2023-07-27,Malaysia,Budget,Fashion,1,127200.0,127200.0
INV119694,C00391,2024-10-06,Indonesia,Regular,Electronics,1,316900.0,316900.0
INV664991,C02154,2024-06-26,Japan,Premium,Toys,1,738100.0,738100.0
INV833979,C01185,2023-03-04,Malaysia,Regular,Electronics,1,166500.0,166500.0
INV989243,C00501,2023-12-21,Indonesia,Regular,Home & Living,10,274700.0,2746900.0
INV167945,C01836,2023-02-14,Australia,Regular,Home & Living,7,423800.0,2966800.0
INV958929,C02573,2023-12-03,Singapore,Premium,Fashion,1,1253500.0,1253500.0
INV338373,C00985,2023-05-07,Malaysia,Premium,Sports,1,676000.0,676000.0
INV801582,C02961,2024-03-24,Indonesia,Regular,Electronics,1,316300.0,316300.0
INV789885,C00700,2024-06-08,Indonesia,Regular,Beauty,4,230000.0,919800.0
INV908355,C02672,2024-03-01,Malaysia,Regular,Beauty,2,251200.0,502400.0
INV634614,C01594,2024-02-25,Australia,Budget,Electronics,1,40900.0,40900.0
INV565824,C03116,2023-11-13,Indonesia,Budget,Electronics,1,88600.0,88600.0
INV407562,C01088,2023-02-14,Philippines,Regular,Sports,1,214100.0,214100.0
INV530944,C01593,2023-02-02,Malaysia,Budget,Electronics,1,33900.0,33900.0
INV797600,C01197,2024-07-30,Malaysia,Regular,Electronics,1,531100.0,531100.0
INV222052,C03231,2024-06-01,Vietnam,Regular,Electronics,2,332000.0,664100.0
INV257147,C02538,2023-10-29,Vietnam,Regular,Food & Beverage,7,186400.0,1305100.0
INV566915,C01251,2023-01-06,Indonesia,Regular,Home & Living,2,343500.0,687000.0
INV791499,C00796,2024-01-27,Indonesia,Regular,Fashion,2,170500.0,341000.0
INV182414,C02371,2024-07-05,Indonesia,Regular,Electronics,1,328500.0,328500.0
INV785119,C01791,2024-03-25,Thailand,Regular,Electronics,8,299400.0,2394800.0
INV146233,C02630,2023-01-11,Singapore,Regular,Fashion,1,317100.0,317100.0
INV377535,C02445,2023-03-21,Malaysia,Budget,Home & Living,1,50300.0,50300.0
INV704799,C01618,2023-07-04,Australia,Budget,Home & Living,3,70200.0,210700.0
INV261650,C01624,2024-04-28,Malaysia,Regular,Electronics,2,218900.0,437900.0
INV336591,C02809,2024-11-18,Indonesia,Regular,Beauty,5,122800.0,614200.0
INV884584,C02315,2024-09-02,Indonesia,Premium,Home & Living,4,2268900.0,9075700.0
INV925030,C03073,2024-10-28,Indonesia,Premium,Home & Living,1,735500.0,735500.0
INV873008,C01789,2024-02-25,Australia,Budget,Electronics,1,36200.0,36200.0
INV816356,C01580,2023-04-18,Thailand,Regular,Fashion,1,413300.0,413300.0
INV428087,C02917,2023-02-18,Philippines,Regular,Food & Beverage,1,374600.0,374600.0
INV227400,C01786,2023-09-15,Australia,Premium,Sports,1,1474700.0,1474700.0
INV921483,C02363,2024-04-15,Indonesia,Regular,Books,1,222700.0,222700.0
INV438109,C01610,2023-03-27,Singapore,Premium,Electronics,1,399500.0,399500.0
INV130719,C02681,2023-02-08,Thailand,Regular,Electronics,5,223000.0,1114900.0
INV553424,C02803,2024-05-21,Indonesia,Regular,Beauty,3,75800.0,227500.0
INV184229,C00335,2023-01-15,Indonesia,Regular,Electronics,1,145300.0,145300.0
INV972114,C01933,2024-12-05,Australia,Regular,Home & Living,2,10000.0,20000.0
INV894582,C02762,2023-12-23,Indonesia,Budget,Books,1,33100.0,33100.0
INV844865,C01056,2023-04-24,Indonesia,Regular,Fashion,3,380200.0,1140500.0
INV106256,C03327,2024-07-03,Singapore,Regular,Fashion,4,162800.0,651400.0
INV570577,C02506,2023-01-06,Indonesia,Premium,Home & Living,1,1805800.0,1805800.0
INV680488,C03215,2024-04-29,Philippines,Regular,Beauty,2,186600.0,373200.0
INV287715,C02561,2023-09-14,Malaysia,Regular,Beauty,1,324100.0,324100.0
INV397741,C00713,2024-06-03,Singapore,Regular,Sports,8,230400.0,1843300.0
INV480202,C02879,2024-01-12,Vietnam,Regular,Home & Living,2,417000.0,834000.0
INV655193,C00837,2023-04-16,Malaysia,Budget,Beauty,1,23700.0,23700.0
INV548679,C00259,2024-10-02,Indonesia,Premium,Home & Living,1,533700.0,533700.0
INV937966,C02153,2024-05-08,Singapore,Budget,Electronics,1,51800.0,51800.0
INV554524,C03749,2023-02-16,Indonesia,Regular,Home & Living,5,370200.0,1851200.0
INV821482,C00696,2023-05-15,Indonesia,Budget,Fashion,1,127900.0,127900.0
INV267061,C01439,2024-01-07,Indonesia,Budget,Fashion,1,124200.0,124200.0
INV680107,C02764,2023-07-01,Singapore,Budget,Food & Beverage,6,84900.0,509200.0
INV714669,C02653,2023-11-03,Thailand,Budget,Electronics,1,71100.0,71100.0
INV315274,C03525,2023-09-23,Singapore,Budget,Food & Beverage,1,15300.0,15300.0
INV765940,C02027,2023-01-11,Philippines,Regular,Fashion,1,107300.0,107300.0
INV216124,C01676,2023-06-04,Singapore,Budget,Home & Living,1,21400.0,21400.0
INV266136,C01941,2024-01-07,Singapore,Premium,Home & Living,1,1137300.0,1137300.0
INV881526,C01623,2023-06-30,Malaysia,Budget,Home & Living,1,67600.0,67600.0
INV660711,C03845,2023-09-06,Philippines,Budget,Food & Beverage,1,84700.0,84700.0
INV305813,C03308,2023-08-16,Indonesia,Regular,Home & Living,1,74000.0,74000.0
INV969010,C03167,2024-03-08,Malaysia,Regular,Fashion,1,439600.0,439600.0
INV923284,C02278,2023-10-15,Indonesia,Budget,Sports,1,80000.0,80000.0
INV810798,C02862,2024-06-20,Malaysia,Budget,Electronics,1,50600.0,50600.0
INV820344,C00469,2023-06-24,Malaysia,Budget,Sports,3,71600.0,214900.0
INV462065,C00025,2023-02-16,Malaysia,Regular,Fashion,1,126600.0,126600.0
INV947389,C00564,2023-10-02,Singapore,Budget,Home & Living,1,41300.0,41300.0
INV758558,C01351,2023-08-27,Indonesia,Budget,Books,1,125600.0,125600.0
INV719600,C01987,2024-02-05,Indonesia,Premium,Home & Living,2,1187100.0,2374300.0
INV665706,C00577,2024-06-30,Australia,Regular,Sports,1,126600.0,126600.0
INV195005,C02945,2023-01-30,Indonesia,Regular,Electronics,5,366900.0,1834400.0
INV803775,C01475,2023-06-30,Vietnam,Regular,Sports,1,325700.0,325700.0
INV458866,C00754,2023-06-19,Indonesia,Regular,Beauty,1,201900.0,201900.0
INV936341,C00277,2024-02-19,Japan,Premium,Beauty,1,845900.0,845900.0
INV163782,C02251,2023-05-13,Vietnam,Regular,Home & Living,1,468100.0,468100.0
INV326679,C01255,2024-06-28,Indonesia,Regular,Home & Living,1,266300.0,266300.0
INV686523,C03515,2023-01-15,Malaysia,Budget,Beauty,1,46600.0,46600.0
INV475050,C01525,2023-06-02,Indonesia,Budget,Food & Beverage,1,45700.0,45700.0
INV963819,C00518,2024-05-17,Indonesia,Regular,Home & Living,1,376800.0,376800.0
INV140354,C02831,2024-11-04,Singapore,Regular,Sports,2,269500.0,539100.0
INV991187,C01852,2023-03-13,Indonesia,Regular,Home & Living,1,315500.0,315500.0
INV780454,C02744,2024-02-18,Indonesia,Regular,Electronics,1,270600.0,270600.0
INV852545,C03903,2023-06-22,Thailand,Regular,Home & Living,1,270500.0,270500.0
INV870938,C02102,2023-02-18,Malaysia,Regular,Food & Beverage,1,103200.0,103200.0
INV517560,C03040,2024-10-31,Indonesia,Premium,Electronics,1,1198300.0,1198300.0
INV579911,C00091,2023-09-04,Indonesia,Regular,Fashion,3,203000.0,608900.0
INV337486,C01741,2023-03-05,Malaysia,Regular,Fashion,2,417600.0,835100.0
INV453423,C03455,2024-01-16,Indonesia,Regular,Sports,1,438700.0,438700.0
INV468828,C02708,2024-09-25,Vietnam,Regular,Home & Living,1,159300.0,159300.0
INV210738,C02833,2024-09-29,Philippines,Premium,Food & Beverage,1,1599800.0,1599800.0
INV229236,C03187,2023-11-22,Vietnam,Regular,Sports,3,136000.0,408000.0
INV559393,C00897,2024-02-05,Malaysia,Regular,Sports,1,182200.0,182200.0
INV889868,C01804,2024-01-23,Indonesia,Regular,Home & Living,3,137200.0,411700.0
INV556752,C03332,2023-03-20,Singapore,Premium,Electronics,1,849400.0,849400.0
INV533429,C03867,2024-12-23,Philippines,Regular,Beauty,4,550100.0,2200400.0
INV700352,C02362,2023-06-05,Malaysia,Premium,Electronics,5,2532700.0,12663600.0
INV668000,C02785,2023-12-22,Indonesia,Budget,Home & Living,6,69100.0,414700.0
INV882458,C03206,2024-02-11,Indonesia,Regular,Home & Living,1,84900.0,84900.0
INV504499,C01327,2023-07-17,Malaysia,Regular,Beauty,4,173100.0,692400.0
INV239202,C00974,2023-02-25,Thailand,Regular,Home & Living,1,334500.0,334500.0
INV355296,C01906,2024-01-04,Vietnam,Regular,Home & Living,1,134100.0,134100.0
INV638372,C02648,2024-01-20,Philippines,Premium,Beauty,1,2481000.0,2481000.0
INV297140,C02387,2024-05-14,Indonesia,Premium,Electronics,1,466900.0,466900.0
INV948701,C02268,2023-05-28,Indonesia,Premium,Electronics,1,2649200.0,2649200.0
INV748889,C00041,2023-03-04,Indonesia,Regular,Electronics,1,177300.0,177300.0
INV389310,C00941,2023-06-17,Indonesia,Budget,Electronics,1,51400.0,51400.0
INV148235,C00390,2024-01-04,Singapore,Regular,Beauty,5,403800.0,2019000.0
INV120573,C03181,2024-07-16,Singapore,Premium,Food & Beverage,1,2954600.0,2954600.0
INV744291,C01935,2024-02-01,Vietnam,Regular,Electronics,1,216200.0,216200.0
INV119232,C00283,2023-10-02,Indonesia,Regular,Home & Living,1,212400.0,212400.0
INV560527,C00827,2024-09-19,Indonesia,Regular,Fashion,3,242200.0,726600.0
INV939654,C03646,2024-07-26,Malaysia,Premium,Beauty,4,986000.0,3944100.0
INV959182,C00705,2024-04-19,Malaysia,Premium,Sports,4,408300.0,1633100.0
INV962303,C03939,2023-07-29,Indonesia,Regular,Fashion,1,428000.0,428000.0
INV685992,C01099,2024-10-27,Singapore,Premium,Home & Living,1,1666400.0,1666400.0
INV201607,C03213,2024-05-24,Indonesia,Regular,Electronics,2,139900.0,279700.0
INV309809,C02161,2024-07-02,Philippines,Regular,Home & Living,3,116400.0,349100.0
INV401473,C03140,2024-10-13,Thailand,Regular,Fashion,2,502100.0,1004300.0
INV891328,C01232,2023-05-01,Indonesia,Regular,Electronics,4,278100.0,1112300.0
INV770797,C00097,2023-01-27,Thailand,Budget,Electronics,1,38400.0,38400.0
INV558246,C03292,2023-01-05,Indonesia,Premium,Electronics,1,2090100.0,2090100.0
INV438284,C02361,2024-02-03,Indonesia,Premium,Home & Living,4,331600.0,1326200.0
INV401147,C00290,2024-06-11,Indonesia,Budget,Sports,1,53500.0,53500.0
INV993019,C01735,2023-09-04,Indonesia,Budget,Home & Living,1,51000.0,51000.0
INV891933,C02205,2024-12-29,Singapore,Regular,Fashion,3,375100.0,1125300.0
INV342680,C03799,2024-07-31,Indonesia,Regular,Fashion,2,189200.0,378400.0
INV893213,C01846,2023-01-28,Malaysia,Premium,Fashion,1,2509500.0,2509500.0
INV390091,C01163,2023-01-06,Vietnam,Premium,Beauty,4,320700.0,1283000.0
INV164988,C00567,2024-03-16,Singapore,Regular,Fashion,3,201700.0,605200.0
INV835641,C00308,2023-08-19,Japan,Regular,Home & Living,2,408000.0,816000.0
INV977177,C03785,2023-11-17,Indonesia,Regular,Beauty,1,177700.0,177700.0
INV849279,C02973,2024-10-27,Singapore,Regular,Home & Living,4,289700.0,1158700.0
INV101375,C00435,2024-02-29,Malaysia,Premium,Fashion,1,903600.0,903600.0
INV659606,C03902,2024-12-26,Indonesia,Regular,Electronics,1,281200.0,281200.0
INV830136,C00402,2024-09-15,Indonesia,Regular,Home & Living,1,109700.0,109700.0
INV620616,C02722,2024-10-05,Malaysia,Regular,Fashion,1,87800.0,87800.0
INV502457,C02568,2023-02-09,Indonesia,Regular,Beauty,1,221300.0,221300.0
INV692689,C02081,2023-10-10,Indonesia,Regular,Beauty,1,147700.0,147700.0
INV356876,C01243,2024-11-30,Australia,Regular,Beauty,1,241400.0,241400.0
INV491080,C03655,2024-04-26,Indonesia,Regular,Electronics,2,333000.0,665900.0
INV935507,C03974,2024-09-30,Vietnam,Regular,Electronics,1,195900.0,195900.0
INV398454,C00816,2023-01-06,Indonesia,Regular,Home & Living,2,251600.0,503200.0
INV153413,C00459,2023-11-09,Singapore,Budget,Home & Living,3,78800.0,236400.0
INV883890,C00380,2023-11-19,Singapore,Budget,Home & Living,1,18200.0,18200.0
INV961337,C02735,2024-07-21,Vietnam,Premium,Electronics,1,299900.0,299900.0
INV160487,C01965,2023-09-06,Malaysia,Regular,Electronics,1,118900.0,118900.0
INV592715,C01786,2023-09-27,Australia,Premium,Sports,1,1921300.0,1921300.0
INV232632,C00854,2023-01-16,Indonesia,Regular,Sports,2,298800.0,597600.0
INV704975,C02171,2024-06-26,Indonesia,Budget,Fashion,6,28900.0,173200.0
INV267568,C00715,2023-01-25,Indonesia,Premium,Fashion,1,470900.0,470900.0
INV546119,C03388,2024-04-11,Vietnam,Premium,Home & Living,6,691100.0,4146400.0
INV297208,C00225,2023-02-28,Indonesia,Budget,Home & Living,1,25900.0,25900.0
INV818934,C02540,2023-01-05,Indonesia,Regular,Beauty,3,493900.0,1481800.0
INV436217,C02803,2023-02-18,Indonesia,Regular,Fashion,1,144600.0,144600.0
INV933696,C00374,2024-10-07,Indonesia,Premium,Beauty,1,1676700.0,1676700.0
INV753455,C02113,2023-03-02,Indonesia,Budget,Electronics,1,64400.0,64400.0
INV443694,C03633,2024-07-12,Philippines,Regular,Home & Living,1,192700.0,192700.0
INV444355,C00244,2024-05-17,Thailand,Regular,Sports,1,96900.0,96900.0
INV668449,C01060,2023-04-18,Indonesia,Budget,Fashion,1,60900.0,60900.0
INV912435,C00006,2024-06-04,Singapore,Premium,Home & Living,1,1159900.0,1159900.0
INV668264,C00536,2023-01-01,Philippines,Regular,Beauty,4,401400.0,1605500.0
INV288690,C03055,2023-10-17,Malaysia,Regular,Food & Beverage,1,96500.0,96500.0
INV422391,C02531,2024-05-11,Indonesia,Regular,Fashion,2,414400.0,828900.0
INV501404,C02881,2023-01-25,Thailand,Premium,Electronics,2,766000.0,1531900.0
INV625728,C03626,2023-03-26,Thailand,Budget,Sports,1,13800.0,13800.0
INV922143,C00647,2023-11-30,Singapore,Regular,Electronics,1,94200.0,94200.0
INV461207,C02931,2023-03-25,Indonesia,Budget,Electronics,3,84700.0,254100.0
INV334561,C03812,2023-11-19,Indonesia,Premium,Toys,1,1479100.0,1479100.0
INV113786,C02884,2023-07-08,Vietnam,Premium,Food & Beverage,12,1225200.0,14702000.0
INV827154,C00458,2024-01-15,Philippines,Regular,Beauty,3,323200.0,969500.0
INV478251,C01630,2023-10-02,Philippines,Budget,Electronics,1,28700.0,28700.0
INV435127,C00506,2023-03-16,Australia,Regular,Fashion,2,301400.0,602800.0
INV158810,C01249,2024-01-14,Indonesia,Regular,Fashion,1,135300.0,135300.0
INV297688,C02219,2023-04-30,Thailand,Premium,Home & Living,3,2945000.0,8835100.0
INV264627,C03178,2023-12-04,Malaysia,Regular,Fashion,1,131000.0,131000.0
INV590854,C03260,2023-09-16,Malaysia,Regular,Books,5,254100.0,1270700.0
INV679713,C02087,2023-08-13,Australia,Budget,Home & Living,4,132300.0,529000.0
INV597007,C03274,2024-06-06,Indonesia,Premium,Food & Beverage,4,1781300.0,7125300.0
INV897724,C03734,2024-11-19,Singapore,Regular,Beauty,1,155200.0,155200.0
INV114112,C01501,2023-12-20,Singapore,Premium,Electronics,1,1312000.0,1312000.0
INV228015,C03699,2024-01-06,Singapore,Regular,Electronics,8,105600.0,845200.0
INV882420,C03298,2023-11-15,Australia,Budget,Home & Living,1,70500.0,70500.0
INV765953,C00684,2024-06-27,Indonesia,Budget,Sports,4,60500.0,242000.0
INV192057,C03419,2023-10-01,Indonesia,Regular,Electronics,6,570300.0,3422000.0
INV125703,C00205,2024-06-09,Singapore,Regular,Beauty,2,88600.0,177200.0
INV885024,C01056,2024-01-03,Indonesia,Regular,Home & Living,1,313100.0,313100.0
INV961633,C01129,2023-04-05,Indonesia,Regular,Beauty,2,343700.0,687400.0
INV206774,C01495,2023-10-24,Indonesia,Premium,Electronics,2,1560900.0,3121800.0
INV123137,C00273,2023-05-11,Japan,Regular,Sports,3,296100.0,888300.0
INV964881,C03649,2024-12-31,Philippines,Regular,Food & Beverage,2,273400.0,546900.0
INV762647,C03800,2023-05-13,Philippines,Budget,Electronics,1,49700.0,49700.0
INV388199,C00861,2023-02-12,Indonesia,Regular,Sports,1,206700.0,206700.0
INV171036,C03495,2024-01-18,Singapore,Regular,Home & Living,1,42900.0,42900.0
INV548602,C03238,2023-12-06,Vietnam,Premium,Sports,1,732900.0,732900.0
INV733033,C00493,2024-08-17,Indonesia,Premium,Toys,2,298300.0,596700.0
INV326774,C01210,2023-08-06,Indonesia,Regular,Electronics,1,50700.0,50700.0
INV595789,C03421,2023-06-07,Australia,Budget,Fashion,1,86400.0,86400.0
INV834168,C03569,2024-02-21,Indonesia,Regular,Beauty,1,104700.0,104700.0
INV689043,C00001,2024-01-27,Indonesia,Budget,Electronics,5,92100.0,460400.0
INV378112,C03923,2024-08-20,Indonesia,Budget,Fashion,1,55700.0,55700.0
INV588078,C03025,2024-06-07,Indonesia,Budget,Fashion,1,63500.0,63500.0
INV144084,C01081,2023-07-27,Singapore,Budget,Fashion,1,89400.0,89400.0
INV807144,C03949,2023-06-04,Indonesia,Budget,Fashion,2,45100.0,90300.0
INV732008,C00680,2023-04-15,Singapore,Budget,Sports,1,114500.0,114500.0
INV484793,C01981,2023-01-27,Singapore,Budget,Home & Living,5,20200.0,101100.0
INV950603,C01667,2024-02-26,Vietnam,Budget,Fashion,1,61800.0,61800.0
INV560259,C02219,2023-02-16,Thailand,Premium,Beauty,1,1656900.0,1656900.0
INV255935,C02790,2023-03-24,Australia,Premium,Fashion,1,827600.0,827600.0
INV969728,C02108,2023-11-05,Indonesia,Premium,Electronics,1,745200.0,745200.0
INV313475,C03669,2023-05-07,Indonesia,Budget,Home & Living,4,54200.0,216800.0
INV315150,C03260,2024-05-03,Malaysia,Regular,Home & Living,2,328600.0,657200.0
INV745555,C02278,2023-11-01,Indonesia,Budget,Fashion,7,128400.0,898600.0
INV243553,C00092,2023-03-30,Australia,Regular,Fashion,1,468200.0,468200.0
INV428139,C01841,2024-10-22,Thailand,Regular,Electronics,1,192200.0,192200.0
INV953647,C01098,2024-07-02,Indonesia,Premium,Fashion,1,800100.0,800100.0
INV695058,C02534,2023-03-13,Singapore,Regular,Sports,1,107800.0,107800.0
INV551153,C00915,2023-08-16,Indonesia,Regular,Home & Living,1,304900.0,304900.0
INV298907,C02337,2023-05-28,Indonesia,Budget,Electronics,1,95600.0,95600.0
INV411930,C03898,2024-03-17,Indonesia,Premium,Food & Beverage,1,1495400.0,1495400.0
INV548289,C03070,2023-08-01,Thailand,Regular,Sports,1,322900.0,322900.0
INV810923,C01019,2023-12-25,Singapore,Regular,Electronics,1,171200.0,171200.0
INV304429,C03122,2024-12-10,Thailand,Regular,Beauty,4,116400.0,465500.0
INV875146,C02063,2023-06-06,Vietnam,Budget,Fashion,3,75100.0,225200.0
INV725140,C00996,2024-12-10,Philippines,Budget,Home & Living,1,21800.0,21800.0
INV490943,C03849,2023-10-14,Indonesia,Budget,Beauty,1,105900.0,105900.0
INV678733,C01715,2024-03-06,Singapore,Regular,Home & Living,2,540000.0,1080100.0
INV486043,C03907,2023-05-01,Malaysia,Regular,Food & Beverage,3,244200.0,732700.0
INV890781,C00598,2023-02-02,Thailand,Regular,Sports,1,179300.0,179300.0
INV712011,C02800,2024-07-10,Philippines,Regular,Toys,3,207200.0,621600.0
INV214151,C01970,2023-11-24,Singapore,Regular,Fashion,1,329100.0,329100.0
INV500004,C03091,2023-10-28,Philippines,Regular,Home & Living,4,430200.0,1720700.0
INV344014,C01367,2024-12-19,Indonesia,Regular,Food & Beverage,1,490600.0,490600.0
INV660054,C01823,2023-04-21,Australia,Budget,Electronics,2,48700.0,97500.0
INV747358,C03404,2024-04-03,Indonesia,Premium,Fashion,1,1387200.0,1387200.0
INV707060,C00296,2024-07-17,Australia,Regular,Fashion,5,353200.0,1766200.0
INV530808,C02054,2024-05-05,Indonesia,Regular,Sports,1,239500.0,239500.0
INV351504,C03275,2023-08-22,Indonesia,Premium,Fashion,2,1079000.0,2158000.0
INV896555,C03739,2024-11-20,Philippines,Regular,Fashion,3,262300.0,786800.0
INV234980,C01523,2023-02-17,Thailand,Premium,Beauty,1,879300.0,879300.0
INV108215,C01312,2023-07-23,Thailand,Regular,Electronics,1,179000.0,179000.0
INV263215,C01333,2023-10-15,Malaysia,Regular,Electronics,1,144800.0,144800.0
INV352367,C03662,2023-08-04,Philippines,Regular,Home & Living,1,540900.0,540900.0
INV825092,C01273,2023-08-16,Singapore,Premium,Sports,1,254000.0,254000.0
INV895765,C00654,2024-10-08,Indonesia,Budget,Home & Living,2,58900.0,117800.0
INV208679,C02377,2023-09-03,Indonesia,Regular,Electronics,1,47000.0,47000.0
INV697685,C00566,2024-11-08,Philippines,Regular,Food & Beverage,6,410200.0,2461300.0
INV252227,C03127,2024-01-29,Indonesia,Budget,Fashion,1,79900.0,79900.0
INV861562,C03019,2023-11-09,Indonesia,Budget,Electronics,1,43300.0,43300.0
INV790972,C02617,2024-12-31,Indonesia,Regular,Home & Living,1,176400.0,176400.0
INV371062,C03996,2023-01-09,Singapore,Budget,Fashion,3,112900.0,338600.0
INV125428,C01764,2023-01-06,Australia,Regular,Electronics,2,269300.0,538700.0
INV357067,C00453,2023-11-14,Indonesia,Premium,Electronics,1,1140800.0,1140800.0
INV556672,C03203,2024-07-13,Malaysia,Regular,Electronics,1,126800.0,126800.0
INV549567,C01607,2024-01-24,Malaysia,Premium,Toys,3,1841900.0,5525600.0
INV417941,C03212,2024-06-11,Malaysia,Regular,Beauty,1,142800.0,142800.0
INV784004,C01840,2024-05-26,Japan,Budget,Electronics,1,26900.0,26900.0
